timestamp,tower_id,latency_sec,bandwidth,dropped_calls,total_calls,uptime_percent,network_type,operator,users_connected,download_speed_mbps,signal_strength_dbm,tower_load_percent,average_call_duration_sec,handover_success_rate,packet_loss_percent,jitter_ms,tower_temperature_c,battery_backup_hours,tower_age_years,maintenance_due,upload_speed_mbps,call_drop_reason,weather_condition,technician_notes,last_maintenance,tower_color,is_test_tower,tower_height_m,signal_icon,internal_code,notes,extra_flag,location_latitude,location_longitude,signal_strength_RSSI,signal_strength_RSRP,signal_strength_SINR,voip_metrics_jitter_ms,voip_metrics_packet_loss_percent,cluster,anomaly,pca1,pca2,recommendation
2025-08-22 00:50:00,TWR1075,0.801,32.49 Mbps,8,96,97.51,4G,O2,206,39.06,-67.99,29.7,137.0,85.01,2.58,6.27,44.9,10.6,6,True,15.62,Poor Voice Quality,Rainy,Checked cables,2025-03-05,White,True,44.24,🔇,INT81907,Legacy hardware,C,55.963097,-3.195748,-96.66,-112.18,7.43,36.45,1.5,3,1,-0.25823340668624406,-0.5729553427921762,⚡ High latency → Check backhaul/core network; 📞 Packet loss high → Optimize VoIP routing/codecs; 📞 High jitter → Review routing paths / bandwidth
2025-08-22 00:55:00,TWR1064,0.485,14.59 Mbps,2,66,97.88,LTE,EE,148,50.51,-72.85,39.96,118.1,92.15,3.04,11.59,38.6,5.5,11,True,20.2,Other,Sunny,,2024-11-02,White,True,70.86,⚠️,INT67451,Legacy hardware,A,51.446035,-2.578316,-96.6,-114.66,25.05,30.62,0.43,1,1,-0.697668357394164,0.3907241277255407,📞 Packet loss high → Optimize VoIP routing/codecs; 📞 High jitter → Review routing paths / bandwidth; 🛠️ Old tower + maintenance due → Replace/upgrade tower
2025-08-22 01:00:00,TWR1054,0.41500000000000004,60.36 Gbps,5,79,95.97,LTE,Three,259,32.36,-63.95,21.19,202.0,88.88,4.99,3.13,12.6,6.1,16,True,12.94,Other,Foggy,Checked cables,2025-02-26,White,True,36.04,⚠️,INT59368,Pending upgrade,Z,52.49374,-1.899398,-81.94,-100.18,17.63,44.12,3.04,1,1,-0.6426001096761366,1.6481899680074639,📞 Packet loss high → Optimize VoIP routing/codecs; 📞 High jitter → Review routing paths / bandwidth; 🛠️ Old tower + maintenance due → Replace/upgrade tower
2025-08-22 01:05:00,TWR1085,0.34900000000000003,79.55 Mbps,9,139,98.66,4G,O2,291,29.33,-97.01,55.27,180.4,97.07,4.04,13.86,32.9,4.3,2,False,11.73,Other,Cloudy,,2025-05-16,Grey,False,60.17,🔇,INT60177,Temporary site,Z,51.753958,-1.2503739999999999,-62.1,-114.23,14.96,34.46,1.58,1,1,0.7441639614024658,1.349153137211245,📞 Packet loss high → Optimize VoIP routing/codecs; 📞 High jitter → Review routing paths / bandwidth
2025-08-22 01:10:00,TWR1017,0.935,38.52 Mbps,10,104,98.85,LTE,Vodafone UK,447,20.12,-62.16,75.47,236.2,87.36,4.41,18.47,42.7,7.0,12,True,8.05,Satisfactory,Sunny,Rebooted system,2025-08-04,White,True,39.79,✅,INT99635,,C,53.489979,-2.2507289999999998,-60.55,-139.12,13.31,11.01,1.9500000000000002,3,1,0.7466571835336263,0.13593383443328477,⚡ High latency → Check backhaul/core network; 📞 Packet loss high → Optimize VoIP routing/codecs; 🛠️ Old tower + maintenance due → Replace/upgrade tower
2025-08-22 01:15:00,TWR1096,0.192,56.3 Gbps,4,71,96.17,LTE,EE,299,28.65,-73.35,31.25,36.7,94.58,2.7800000000000002,9.37,25.3,5.1,5,True,11.46,Satisfactory,Sunny,Checked cables,2025-05-27,Grey,True,45.79,✅,INT48622,Temporary site,B,53.415109,-2.986272,-117.49,-138.67,18.57,42.4,1.03,1,1,-0.6653197523817911,1.2050496983956454,📞 Packet loss high → Optimize VoIP routing/codecs; 📞 High jitter → Review routing paths / bandwidth
2025-08-22 01:20:00,TWR1014,0.468,51.45 Gbps,4,118,96.61,4G,EE,283,30.03,-104.81,44.22,72.8,94.92,3.12,3.44,35.8,11.0,15,False,12.01,Poor Voice Quality,Foggy,No issues,2025-04-27,Blue,True,95.78,⚠️,INT19018,Pending upgrade,Z,53.487591,-2.252481,-73.95,-120.16,23.08,20.7,3.37,1,1,-0.5710782897064898,0.6594046710503245,📞 Packet loss high → Optimize VoIP routing/codecs
2025-08-22 01:25:00,TWR1067,0.267,40.55 Gbps,10,58,96.27,5G,EE,331,26.25,-78.76,34.32,180.1,91.49,4.89,6.35,38.4,11.6,14,True,10.5,,Sunny,Rebooted system,2025-02-18,White,True,42.11,📶,INT59732,Temporary site,C,52.484646,-1.880615,-92.73,-82.39,-9.25,27.38,2.52,1,1,0.5735865902622651,1.9801857752688776,📞 Packet loss high → Optimize VoIP routing/codecs; 🛠️ Old tower + maintenance due → Replace/upgrade tower
2025-08-22 01:30:00,TWR1000,0.592,51.9 Mbps,8,137,99.79,4G,EE,92,70.42,-90.41,96.61,168.4,96.7,0.66,8.73,21.8,3.1,6,True,28.17,Other,Rainy,,2025-07-01,White,True,33.72,🔇,INT34182,Legacy hardware,B,55.953584,-3.189096,-63.95,-132.46,24.57,22.54,1.8599999999999999,0,1,1.6926325484344822,-1.2814869777221856,✅ Tower healthy
2025-08-22 01:35:00,TWR1018,0.768,85.3 Mbps,7,89,96.06,5G,Three,236,34.97,-64.32,83.87,255.9,99.53,2.21,2.13,43.9,9.3,11,False,13.99,Satisfactory,Foggy,Rebooted system,2025-07-28,Red,False,64.36,⚠️,INT83692,Temporary site,C,55.960981,-3.188979,-108.73,-108.03,16.61,30.99,0.39,0,1,0.5924181832075187,-0.6112860771443624,⚡ High latency → Check backhaul/core network; 📞 Packet loss high → Optimize VoIP routing/codecs; 📞 High jitter → Review routing paths / bandwidth
2025-08-22 01:40:00,TWR1057,0.966,26.1 Gbps,6,92,98.74,4G,O2,371,23.75,-80.72,27.98,114.9,92.89,4.54,13.83,34.0,11.1,1,False,9.5,Other,Foggy,,2025-04-12,Blue,False,37.95,📶,INT45397,Pending upgrade,A,52.495365,-1.900135,-76.13,-108.44,13.85,12.05,3.24,3,1,-0.9332284301063308,0.12547129907493967,⚡ High latency → Check backhaul/core network; 📞 Packet loss high → Optimize VoIP routing/codecs
2025-08-22 01:45:00,TWR1031,0.9550000000000001,74.18 Gbps,6,156,97.88,LTE,EE,215,37.74,-82.43,40.3,268.5,92.69,2.69,9.99,23.7,3.7,16,True,15.09,Satisfactory,Sunny,Checked cables,2025-07-15,Red,False,68.67,🔇,INT54798,Temporary site,Z,51.449795,-2.5849539999999998,-95.39,-127.53,25.42,9.22,3.37,3,1,-0.5559131501405742,-0.8716147286432494,⚡ High latency → Check backhaul/core network; 📞 Packet loss high → Optimize VoIP routing/codecs; 🛠️ Old tower + maintenance due → Replace/upgrade tower
2025-08-22 01:50:00,TWR1041,0.146,25.5 Mbps,7,158,95.56,5G,Three,384,23.04,-89.88,18.15,137.1,95.52,3.8,14.99,20.3,9.9,3,True,9.22,Other,Rainy,Rebooted system,2024-11-21,Grey,False,78.52,✅,INT53040,Pending upgrade,Z,52.487312,-1.882022,-111.35,-112.05,-0.28,46.49,3.93,1,1,-0.3587438666266768,1.830561167113335,📞 Packet loss high → Optimize VoIP routing/codecs; 📞 High jitter → Review routing paths / bandwidth
2025-08-22 01:55:00,TWR1097,0.654,55.02 Gbps,9,163,96.54,LTE,EE,141,52.36,-84.53,39.43,70.8,86.88,2.65,9.09,34.8,3.2,5,False,20.94,Satisfactory,Cloudy,Checked cables,2025-06-10,White,False,94.72,📶,INT90380,,A,53.483334,-2.234717,-98.46,-89.67,-9.88,23.38,1.71,3,1,0.4830417742871827,-0.316995338766736,📞 Packet loss high → Optimize VoIP routing/codecs
2025-08-22 02:00:00,TWR1031,0.869,14.03 Gbps,4,147,95.86,LTE,Vodafone UK,270,31.25,-75.71,50.9,274.8,93.35,0.66,8.0,13.2,6.8,1,False,12.5,Satisfactory,Rainy,Rebooted system,2025-03-27,White,True,85.15,✅,INT40661,Legacy hardware,C,54.969678,-1.615967,-83.24,-116.14,-0.84,42.75,4.02,3,1,-0.9009384379784281,-1.5338324892770738,⚡ High latency → Check backhaul/core network; 📞 High jitter → Review routing paths / bandwidth
2025-08-22 02:05:00,TWR1055,0.58,13.24 Mbps,3,58,95.9,4G,O2,459,19.65,-103.08,63.27,130.2,85.28,3.5300000000000002,4.19,37.0,4.8,5,True,7.86,Poor Voice Quality,Cloudy,No issues,2025-04-18,Grey,False,79.37,📶,INT99591,Legacy hardware,C,51.509448,-0.137663,-102.39,-134.58,20.43,24.86,0.01,0,1,-0.6108760862345103,0.6914020699269089,📞 Packet loss high → Optimize VoIP routing/codecs
2025-08-22 02:10:00,TWR1034,0.249,10.86 Mbps,3,66,96.52,LTE,EE,290,29.41,-82.71,94.5,138.5,99.11,3.8200000000000003,14.33,13.0,2.8,8,True,11.76,Satisfactory,Foggy,No issues,2025-01-22,Grey,True,47.62,🔇,INT41895,,C,52.480189,-1.8995039999999999,-74.53,-122.79,20.06,5.19,3.18,0,1,0.48179641228820846,1.5631296773771735,📞 Packet loss high → Optimize VoIP routing/codecs
2025-08-22 02:15:00,TWR1080,0.217,10.1 Mbps,4,70,99.17,LTE,O2,127,56.5,-63.06,40.4,217.3,99.98,4.31,11.19,29.1,1.1,17,False,22.6,Other,Cloudy,,2025-02-20,Blue,False,91.48,⚠️,INT49538,Temporary site,C,53.479872,-2.243177,-75.55,-122.75,-5.24,35.41,4.54,1,1,0.09331333504063999,1.5864056739439416,📞 Packet loss high → Optimize VoIP routing/codecs; 📞 High jitter → Review routing paths / bandwidth
2025-08-22 02:20:00,TWR1040,0.984,6.84 Gbps,1,144,96.8,LTE,Vodafone UK,87,72.99,-69.55,75.65,167.6,96.43,2.56,13.86,24.9,6.7,7,True,29.2,Other,Cloudy,No issues,2025-04-14,White,False,43.0,⚠️,INT78659,Legacy hardware,Z,55.956506,-3.190448,-112.28,-126.64,0.99,41.51,3.79,3,1,-0.1923308920894434,-1.3108316741792612,⚡ High latency → Check backhaul/core network; 📞 Packet loss high → Optimize VoIP routing/codecs; 📞 High jitter → Review routing paths / bandwidth
2025-08-22 02:25:00,TWR1089,0.834,51.74 Mbps,8,150,97.7,5G,Three,81,76.34,-70.85,79.67,161.4,91.02,0.73,6.28,31.4,4.4,11,False,30.53,Satisfactory,Cloudy,Checked cables,2024-09-21,Grey,True,37.17,✅,INT17425,Legacy hardware,B,51.500668,-0.12045499999999999,-98.09,-136.51,5.25,37.15,1.04,3,1,1.2615139724662408,-1.9179713759291177,⚡ High latency → Check backhaul/core network; 📞 High jitter → Review routing paths / bandwidth
2025-08-22 02:30:00,TWR1014,0.254,76.05 Gbps,3,184,97.33,4G,EE,316,27.32,-99.93,78.62,68.7,98.53,1.12,4.27,15.4,3.9,1,False,10.93,Satisfactory,Foggy,No issues,2024-09-26,White,False,83.18,📶,INT41856,Pending upgrade,Z,53.412314,-2.991336,-116.18,-122.57,16.63,48.41,4.45,0,1,-0.07030764041024071,0.2843881395546281,📞 High jitter → Review routing paths / bandwidth
2025-08-22 02:35:00,TWR1082,0.774,5.13 Mbps,9,194,97.3,LTE,Vodafone UK,293,29.15,-88.23,84.59,46.6,90.34,0.02,7.55,37.6,3.7,20,True,11.66,Satisfactory,Rainy,No issues,2024-10-15,Grey,False,97.56,⚠️,INT67761,,B,51.459771,-2.5858600000000003,-77.45,-119.52,13.3,36.7,1.32,0,1,0.7270733870990533,-1.6328457431120973,⚡ High latency → Check backhaul/core network; 📞 High jitter → Review routing paths / bandwidth; 🛠️ Old tower + maintenance due → Replace/upgrade tower
2025-08-22 02:40:00,TWR1075,0.638,96.8 Gbps,0,179,96.32,5G,EE,402,22.12,-92.42,45.86,139.5,87.63,4.63,16.16,40.7,10.9,11,True,8.85,Poor Voice Quality,Rainy,,2025-08-17,Grey,False,69.41,📶,INT51682,Temporary site,B,51.750932,-1.26253,-66.67,-82.48,6.98,36.38,3.21,3,1,-1.460521072760394,1.0772916385203024,📞 Packet loss high → Optimize VoIP routing/codecs; 📞 High jitter → Review routing paths / bandwidth; 🛠️ Old tower + maintenance due → Replace/upgrade tower
2025-08-22 02:45:00,TWR1055,0.894,64.83 Mbps,4,162,99.58,5G,EE,250,33.33,-86.56,71.29,78.1,93.29,2.48,2.42,42.6,9.0,18,False,13.33,Satisfactory,Rainy,Checked cables,2024-09-21,Blue,True,73.04,⚠️,INT90572,Temporary site,B,55.948956,-3.179578,-86.89,-82.2,3.94,34.19,1.71,3,1,-0.34114124575298693,-0.7497268993732822,⚡ High latency → Check backhaul/core network; 📞 Packet loss high → Optimize VoIP routing/codecs; 📞 High jitter → Review routing paths / bandwidth
2025-08-22 02:50:00,TWR1001,0.202,20.95 Gbps,10,176,95.41,LTE,Vodafone UK,151,49.75,-93.88,81.66,237.7,91.88,1.4100000000000001,10.47,19.1,7.3,7,True,19.9,,Sunny,No issues,2025-07-18,Red,True,67.06,📶,INT57514,Legacy hardware,Z,50.829015,-0.14649399999999999,-83.26,-125.85,18.14,1.88,1.9,0,1,1.764548227221212,0.24576707180368806,✅ Tower healthy
2025-08-22 02:55:00,TWR1002,0.464,18.29 Mbps,0,114,95.1,5G,EE,279,30.4,-102.01,53.18,223.5,95.68,0.71,15.4,25.5,6.9,14,True,12.16,Other,Sunny,Rebooted system,2024-11-24,White,True,45.08,⚠️,INT13215,Temporary site,C,51.755535,-1.253244,-75.82,-80.6,2.75,18.78,1.4,1,1,-1.2986827280290492,-0.4382679091637591,🛠️ Old tower + maintenance due → Replace/upgrade tower
2025-08-22 03:00:00,TWR1021,0.178,15.15 Gbps,5,148,95.1,LTE,EE,307,28.01,-91.49,22.55,52.9,89.1,2.37,18.07,28.2,8.4,15,True,11.2,Satisfactory,Rainy,,2024-10-26,Red,False,74.3,✅,INT93983,Temporary site,Z,51.742248000000004,-1.256993,-87.75,-96.0,21.28,12.95,2.94,1,1,-0.683295822083969,1.0399349967047182,📞 Packet loss high → Optimize VoIP routing/codecs; 🛠️ Old tower + maintenance due → Replace/upgrade tower
2025-08-22 03:05:00,TWR1098,0.136,27.56 Gbps,8,99,97.48,5G,O2,88,72.46,-75.93,12.55,276.8,95.87,2.95,14.06,37.1,3.3,10,True,28.99,Poor Voice Quality,Rainy,Rebooted system,2025-08-14,White,True,55.3,✅,INT57878,Pending upgrade,A,51.752379,-1.254001,-109.24,-81.8,-1.53,38.57,1.8399999999999999,1,1,0.5257613191844854,0.9327396461296789,📞 Packet loss high → Optimize VoIP routing/codecs; 📞 High jitter → Review routing paths / bandwidth
2025-08-22 03:10:00,TWR1091,0.732,60.63 Gbps,10,64,99.37,LTE,Three,38,113.64,-69.36,86.54,212.4,98.15,1.23,5.79,38.1,9.0,20,False,45.45,Other,Foggy,Checked cables,2025-08-11,Red,True,95.37,✅,INT86900,Pending upgrade,B,51.748874,-1.262478,-91.75,-102.86,8.11,32.94,2.92,2,1,2.545077916123594,-1.8273942463733086,⚡ High latency → Check backhaul/core network; 📞 High jitter → Review routing paths / bandwidth
2025-08-22 03:15:00,TWR1043,0.7000000000000001,75.15 Mbps,1,50,96.47,4G,EE,90,71.43,-100.77,49.1,103.6,93.22,3.02,14.57,18.2,9.0,5,False,28.57,Other,Foggy,Checked cables,2025-06-15,White,False,63.3,⚠️,INT30583,,Z,52.481587,-1.886362,-95.81,-82.29,-6.38,18.37,0.62,3,1,-0.5063946401623354,-0.36239663610563044,⚡ High latency → Check backhaul/core network; 📞 Packet loss high → Optimize VoIP routing/codecs
2025-08-22 03:20:00,TWR1097,0.708,76.91 Gbps,7,82,96.62,5G,Three,403,22.08,-105.17,88.93,72.4,86.97,4.52,19.2,28.4,5.7,1,True,8.83,Poor Voice Quality,Cloudy,,2025-02-05,Grey,False,83.05,✅,INT35577,Legacy hardware,B,54.970625,-1.617837,-67.35,-96.58,29.77,43.65,4.8,0,1,0.6784687211489699,0.7729807321214036,⚡ High latency → Check backhaul/core network; 📞 Packet loss high → Optimize VoIP routing/codecs; 📞 High jitter → Review routing paths / bandwidth
2025-08-22 03:25:00,TWR1033,0.8210000000000001,65.13 Mbps,6,120,97.33,5G,Vodafone UK,72,81.97,-92.76,75.15,259.1,94.18,2.21,4.79,35.3,2.1,5,True,32.79,Satisfactory,Foggy,Checked cables,2025-02-04,Grey,False,77.83,📶,INT73130,Pending upgrade,A,53.487067,-2.240663,-70.75,-108.98,5.3,46.82,0.13,2,1,1.0022425002389823,-1.2154355605039164,⚡ High latency → Check backhaul/core network; 📞 Packet loss high → Optimize VoIP routing/codecs; 📞 High jitter → Review routing paths / bandwidth
2025-08-22 03:30:00,TWR1024,0.774,55.23 Gbps,10,188,95.69,4G,Three,405,21.98,-63.8,70.19,105.5,90.98,4.76,14.51,11.4,8.6,9,True,8.79,Poor Voice Quality,Sunny,Rebooted system,2024-11-01,Red,False,33.45,🔇,INT21581,Pending upgrade,C,53.399226,-2.997918,-105.34,-116.74,1.87,1.1400000000000001,4.76,3,1,0.822809831207759,0.6883715833901657,⚡ High latency → Check backhaul/core network; 📞 Packet loss high → Optimize VoIP routing/codecs
2025-08-22 03:35:00,TWR1028,0.376,46.61 Gbps,0,58,95.87,LTE,Three,442,20.33,-65.79,32.61,292.0,87.26,2.74,17.15,28.6,10.4,12,True,8.13,Other,Sunny,Rebooted system,2025-03-10,Blue,True,87.37,⚠️,INT11210,Legacy hardware,B,53.412778,-2.986355,-77.7,-119.76,17.12,15.02,0.4,1,1,-1.6857276184831202,0.8530909363366678,📞 Packet loss high → Optimize VoIP routing/codecs; 🛠️ Old tower + maintenance due → Replace/upgrade tower
2025-08-22 03:40:00,TWR1100,0.971,90.57 Gbps,3,131,96.8,4G,Three,459,19.65,-109.66,25.95,101.9,92.54,3.04,5.31,23.0,9.7,10,True,7.86,Other,Sunny,Checked cables,2025-01-16,White,True,74.75,⚠️,INT20416,Pending upgrade,A,51.456356,-2.587933,-68.91,-98.46,29.17,20.76,2.45,3,1,-1.7196361326656815,-0.5267890015140857,⚡ High latency → Check backhaul/core network; 📞 Packet loss high → Optimize VoIP routing/codecs
2025-08-22 03:45:00,TWR1085,0.73,83.04 Gbps,9,156,98.92,4G,Vodafone UK,129,55.87,-87.77,34.68,68.9,98.72,3.4,11.41,14.1,2.2,19,True,22.35,Satisfactory,Sunny,No issues,2024-09-21,White,True,38.88,✅,INT58222,Pending upgrade,C,54.975706,-1.6258249999999999,-118.15,-109.71,20.85,48.44,3.87,3,1,0.4383442418689697,-0.18675957401156718,⚡ High latency → Check backhaul/core network; 📞 Packet loss high → Optimize VoIP routing/codecs; 📞 High jitter → Review routing paths / bandwidth; 🛠️ Old tower + maintenance due → Replace/upgrade tower
2025-08-22 03:50:00,TWR1079,0.774,82.02 Gbps,1,91,96.64,LTE,EE,452,19.92,-91.86,38.13,244.5,87.99,4.65,8.08,13.4,7.0,17,False,7.97,Poor Voice Quality,Rainy,Rebooted system,2025-06-22,Blue,False,70.02,⚠️,INT84740,Temporary site,A,57.155328,-2.099271,-119.07,-124.18,-8.71,1.8900000000000001,2.89,3,1,-1.5751696559939696,0.7559651542238113,⚡ High latency → Check backhaul/core network; 📞 Packet loss high → Optimize VoIP routing/codecs
2025-08-22 03:55:00,TWR1064,0.268,77.97 Mbps,9,185,95.13,LTE,O2,94,69.44,-67.4,41.35,150.0,90.05,2.13,16.35,27.5,4.0,9,False,27.78,Poor Voice Quality,Sunny,Checked cables,2024-12-29,Red,True,42.08,🔇,INT96134,Pending upgrade,B,50.820701,-0.14238399999999998,-81.28,-117.05,-0.8,38.61,2.32,1,1,1.09049792747395,0.23083366159004365,📞 Packet loss high → Optimize VoIP routing/codecs; 📞 High jitter → Review routing paths / bandwidth
2025-08-22 04:00:00,TWR1031,0.33,40.67 Gbps,7,94,96.1,4G,Vodafone UK,328,26.46,-94.79,26.04,198.2,99.75,1.47,8.4,40.5,7.0,12,False,10.58,Satisfactory,Foggy,No issues,2024-12-15,Blue,False,32.16,⚠️,INT75643,Pending upgrade,A,51.756433,-1.263764,-79.63,-108.01,16.06,46.41,2.68,1,1,-0.44429361241452414,0.22247389024850517,📞 High jitter → Review routing paths / bandwidth
2025-08-22 04:05:00,TWR1093,0.122,72.51 Mbps,2,152,98.83,LTE,EE,131,55.25,-79.0,16.61,279.9,99.46,0.72,1.3900000000000001,25.3,5.6,10,True,22.1,Satisfactory,Foggy,No issues,2025-05-11,Grey,True,43.32,🔇,INT71536,Pending upgrade,A,51.75359,-1.252726,-107.17,-125.62,13.73,44.39,1.81,1,1,-0.9655312451819256,0.1482427549686073,📞 High jitter → Review routing paths / bandwidth
2025-08-22 04:10:00,TWR1020,0.441,43.92 Mbps,8,187,99.41,4G,EE,301,28.49,-107.96,47.24,100.5,87.76,2.39,1.34,41.6,8.2,20,False,11.4,Poor Voice Quality,Sunny,Rebooted system,2024-08-22,White,True,79.55,✅,INT67058,Temporary site,A,55.947381,-3.183514,-114.37,-121.56,11.69,46.83,4.36,1,1,0.1894912683076681,0.3507378848476474,📞 Packet loss high → Optimize VoIP routing/codecs; 📞 High jitter → Review routing paths / bandwidth
2025-08-22 04:15:00,TWR1025,0.5690000000000001,13.64 Mbps,5,79,97.85,4G,O2,484,18.73,-98.9,72.9,67.3,90.96,2.5300000000000002,9.43,41.8,5.6,2,False,7.49,Poor Voice Quality,Rainy,No issues,2025-07-29,Red,True,57.51,⚠️,INT13555,Temporary site,C,50.814316,-0.13747,-110.59,-99.35,7.9,6.27,3.27,0,1,-0.11264040968038198,0.22993828189667145,📞 Packet loss high → Optimize VoIP routing/codecs
2025-08-22 04:20:00,TWR1034,0.365,38.43 Mbps,2,51,97.77,LTE,O2,196,40.65,-98.45,89.16,112.2,85.79,2.21,1.63,33.2,0.8,8,False,16.26,Satisfactory,Foggy,Checked cables,2024-09-23,White,False,63.8,📶,INT13180,Pending upgrade,Z,52.489516,-1.8967939999999999,-99.5,-105.07,12.35,23.76,3.73,0,1,0.17649969687760653,0.3997291796766203,📞 Packet loss high → Optimize VoIP routing/codecs
2025-08-22 04:25:00,TWR1097,0.152,63.91 Mbps,8,200,98.78,4G,Three,240,34.48,-70.96,83.99,207.0,97.61,4.52,13.56,20.6,6.3,3,False,13.79,Other,Cloudy,No issues,2024-09-01,White,True,97.67,📶,INT74080,Legacy hardware,A,57.158148,-2.095854,-83.71,-88.03,29.67,25.9,3.5300000000000002,0,1,1.4232137946970265,2.032755022698545,📞 Packet loss high → Optimize VoIP routing/codecs
